baybay-an Enclitic; ! abandon
naayat Enclitic; ! frolicsome
sango Enclitic; ! front
sanguanan Enclitic; ! front
lamek Enclitic; ! frost
lami-is Enclitic; ! frost
burek Enclitic; ! froth
labutab Enclitic; ! froth
agrupanget Enclitic; ! frown
misuot Enclitic; ! frown
nalamiisan Enclitic; ! frozen
timmangken Enclitic; ! frozen
kirmit Enclitic; ! frugal
bunga Enclitic; ! fruit
nabunga Enclitic; ! fruitful
prutas Enclitic; ! fruit
santol Enclitic; ! fruit
atipaen Enclitic; ! frustrate
iprito Enclitic; ! fry
iyot Enclitic; ! fuck
kantutin Enclitic; ! fuck
pagaron Enclitic; ! fuel
pagsungrod Enclitic; ! fuel
aramiden Enclitic; ! fulfill
tungpal Enclitic; ! fulfill
tungpalen Enclitic; ! fulfill
napnek Enclitic; ! full
napno Enclitic; ! full
puno Enclitic; ! full
sipupunno Enclitic; ! fully
imbudo Enclitic; ! funnel
nakakatkatawa Enclitic; ! funny
nakakatkatawa Enclitic; ! funny
naringgor Enclitic; ! furious
naunget Enclitic; ! furious
bakasion Enclitic; ! furlough
ikkan Enclitic; ! furnish
alikamen Enclitic; ! furnishings
itden Enclitic; ! furnish
ad-adayo Enclitic; ! further
isuray Enclitic; ! further
nakalemmeng Enclitic; ! furtive
naliban Enclitic; ! furtive
salimed Enclitic; ! furtive
masanguanan Enclitic; ! future
masangwanan Enclitic; ! future
gunggonaen Enclitic; ! gain
gunggonna Enclitic; ! gain
gunod Enclitic; ! gain
gun-oden Enclitic; ! gain
iak-am Enclitic; ! gain
natakneng Enclitic; ! gallant
natured Enclitic; ! gallant
apro Enclitic; ! gall
pataray Enclitic; ! gallop
pait Enclitic; ! gall
ayayam Enclitic; ! game
panaganup Enclitic; ! game
letteg Enclitic; ! gangrene
agmulmulengleng Enclitic; ! gape
agnganga Enclitic; ! gape
garahe Enclitic; ! garage
aru-aten Enclitic; ! garb
hardin Enclitic; ! garden
minuyogan Enclitic; ! garden
agmulumog Enclitic; ! gargle
mulumog Enclitic; ! gargle
aruaten Enclitic; ! garment
kawes Enclitic; ! garment
luplupot Enclitic; ! garment
lastiko Enclitic; ! garter
gas Enclitic; ! gas
gasolina Enclitic; ! gas
iwa Enclitic; ! gash
sugat Enclitic; ! gash
agal-al Enclitic; ! gasp
petroleo Enclitic; ! gas
agal-al-al Enclitic; ! gasping
ruangan Enclitic; ! gate
agurnong Enclitic; ! gather
burasen Enclitic; ! gather
panagurnong Enclitic; ! gathering
pasken Enclitic; ! gathering
tiponan Enclitic; ! gathering
urnong Enclitic; ! gathering
urnongen Enclitic; ! gather
napasindayaw Enclitic; ! gaudy
narangrang Enclitic; ! gaudy
nakuttong Enclitic; ! gaunt
narapis Enclitic; ! gaunt
bakla Enclitic; ! gay
ibqnlp Enclitic; ! gay
naayat Enclitic; ! gay
naragsak Enclitic; ! gay
kumitkita Enclitic; ! gazing
tumaltanlaw Enclitic; ! gazing
kadawyan Enclitic; ! general
general Enclitic; ! general
sapasap Enclitic; ! general
panagadu Enclitic; ! generate
patanoren Enclitic; ! generate
patauden Enclitic; ! generate
naasi Enclitic; ! generous
naparabor Enclitic; ! generous
natan-ok Enclitic; ! generous
nawadwad Enclitic; ! generous
naragsak Enclitic; ! genial
naayat Enclitic; ! gentle
nalanay Enclitic; ! gentle
natalna Enclitic; ! gentle
siinayad Enclitic; ! gently
napudno Enclitic; ! genuine
agtubo Enclitic; ! germinate
panagtubo Enclitic; ! germinate
alaen Enclitic; ! get
nakabutbuteng Enclitic; ! ghastly
al-alia Enclitic; ! ghost
alingaas Enclitic; ! ghost
gigante Enclitic; ! giant
ipaay Enclitic; ! gift
regalo Enclitic; ! gift
sagut Enclitic; ! gift
katawa Enclitic; ! giggle
laya Enclitic; ! ginger
barikes Enclitic; ! girdle
reppet Enclitic; ! girdle
ibigay Enclitic; ! give
ipaay Enclitic; ! give
ited Enclitic; ! give
magbigay Enclitic; ! give
sapulan Enclitic; ! give
natutuwa Enclitic; ! glad
libnos Enclitic; ! glamour
pintas Enclitic; ! glamour
panagkita Enclitic; ! glance
sirip Enclitic; ! glance
sumayag Enclitic; ! glancing
ipepereng Enclitic; ! glare
lawag Enclitic; ! glare
silaw Enclitic; ! glare
lawag Enclitic; ! glaring
makaited Enclitic; ! glaring
makasisirap Enclitic; ! glaring
sigagangat Enclitic; ! glaring
sarming Enclitic; ! glass
baso Enclitic; ! glass
raniag Enclitic; ! gleam
silaw Enclitic; ! gleam
natagari Enclitic; ! glib
aguyas Enclitic; ! glide
buyaen Enclitic; ! glimpse
kitaen Enclitic; ! glimpse
panangkita Enclitic; ! glimpse
sirip Enclitic; ! glimpse
silap Enclitic; ! glitter
sileng Enclitic; ! glitter
nagloriaan Enclitic; ! glorious
nangayed Enclitic; ! glorious
natan-ok Enclitic; ! glorious
dayaw Enclitic; ! glory
gloria Enclitic; ! glory
tan-ok Enclitic; ! glory
apuy Enclitic; ! glow
gil-ayab Enclitic; ! glow
gumilhikayab Enclitic; ! glowing
umap-apuy Enclitic; ! glowing
lawag Enclitic; ! glow
kula Enclitic; ! glue
pigket Enclitic; ! glue
nadiosan Enclitic; ! godly
balitok Enclitic; ! gold
balitok Enclitic; ! gold
kasla-balitok Enclitic; ! golden
nabalitokan Enclitic; ! golden
mapan Enclitic; ! go
awanen Enclitic; ! gone
ayat Enclitic; ! good
napintas Enclitic; ! good-looking
mabuti Enclitic; ! good
nasayaat Enclitic; ! good
rumbeng Enclitic; ! good
ganso Enclitic; ! goose
pumanaw Enclitic; ! go
abutan Enclitic; ! gore
suaten Enclitic; ! gore
napintas Enclitic; ! gorgeous
nasayaat Enclitic; ! gorgeous
pagsasaritaan Enclitic; ! gossip
agturay Enclitic; ! govern
iturayan Enclitic; ! govern
bado Enclitic; ! gown
ighem Enclitic; ! grab
naagaw Enclitic; ! grab
ayat Enclitic; ! grace
kararag Enclitic; ! grace
naayat Enclitic; ! gracious
grado Enclitic; ! grade
kita Enclitic; ! grade
tukad Enclitic; ! grade
mangin-inut Enclitic; ! gradual
saggabassit Enclitic; ! gradual
bukel Enclitic; ! grain
dakkel Enclitic; ! grand
bus-oy Enclitic; ! grant
ipabus-oy Enclitic; ! grant
naipaay Enclitic; ! grant
sagut Enclitic; ! grant
iggaman Enclitic; ! grasp
petpetan Enclitic; ! grasp
ruot Enclitic; ! grass
ruruot Enclitic; ! grass
ru-ut Enclitic; ! grass
naruot Enclitic; ! grassy
agyaman Enclitic; ! grateful
gratis Enclitic; ! gratis
libre Enclitic; ! gratis
bisil Enclitic; ! gravel
nadagsen Enclitic; ! grave
narihet Enclitic; ! grave
pakaipumponan Enclitic; ! grave
tanem Enclitic; ! grave
agarab Enclitic; ! graze
debo Enclitic; ! grease
nagalis Enclitic; ! greasy
nasileng Enclitic; ! greasy
dakkel Enclitic; ! great
maingel Enclitic; ! great
nalaing Enclitic; ! great
narango Enclitic; ! great
emot Enclitic; ! greedy
naagum Enclitic; ! greedy
narawet Enclitic; ! greedy
berde Enclitic; ! green
lunti Enclitic; ! green
luntian Enclitic; ! green
nalangto Enclitic; ! green
berde Enclitic; ! green
kablaawan Enclitic; ! greet
dayawen Enclitic; ! greet
kablaaw Enclitic; ! greeting
panagadayaw Enclitic; ! greeting
kablaaw Enclitic; ! greet
agladingit Enclitic; ! grieve
agliday Enclitic; ! grieve
tinuno Enclitic; ! grilled
ituno Enclitic; ! grill
gilingen Enclitic; ! grind
tumeken Enclitic; ! grind
isen Enclitic; ! grin
umisisem Enclitic; ! grinning
asug Enclitic; ! groan
unnoy Enclitic; ! groan
maulaw Enclitic; ! groggy
pannabartek Enclitic; ! groggy
selang Enclitic; ! groin
barong Enclitic; ! groom
bastos Enclitic; ! gross
dadakkel Enclitic; ! gross
napuskol Enclitic; ! gross
daga Enclitic; ! ground
pangen Enclitic; ! group
taripnong Enclitic; ! group
agtubo Enclitic; ! grow
dumakkel Enclitic; ! grow
patalhedan Enclitic; ! guarantee
agbambantay Enclitic; ! guard
guardia Enclitic; ! guard
padtuan Enclitic; ! guess
pugto Enclitic; ! guess
bayabay Enclitic; ! guide
kadua Enclitic; ! guide
tarabay Enclitic; ! guide
nasingpet Enclitic; ! guiltless
igam Enclitic; ! gun
paltog Enclitic; ! gun
burayok Enclitic; ! gush
tedted Enclitic; ! gush
bahis Enclitic; ! guts
bituka Enclitic; ! guts
laman-loob Enclitic; ! guts
kanal Enclitic; ! gutter
sayongan Enclitic; ! gutter
kadawyan Enclitic; ! habit
naipakadawyan Enclitic; ! habitual
uglai Enclitic; ! habit
ikutan Enclitic; ! had
nabesag Enclitic; ! haggard
nakuttong Enclitic; ! haggard
kablaaw Enclitic; ! hail
panangdayaw Enclitic; ! hail
kalbo Enclitic; ! hairless
nabaneg Enclitic; ! hale
nasalun-at Enclitic; ! hale
mestiso Enclitic; ! half-breed
gudua Enclitic; ! half
agsardeng Enclitic; ! halt
hamon Enclitic; ! ham
martilo Enclitic; ! hammer
pang-or Enclitic; ! hammer
ima Enclitic; ! hand
ited Enclitic; ! hand
ramay Enclitic; ! hand
nataer Enclitic; ! handsome
nataraki Enclitic; ! handsome
sika Enclitic; ! handsome
taraki Enclitic; ! handsome
yawat Enclitic; ! hand
sangkaawit Enclitic; ! handy
balaybay Enclitic; ! hangings
bitin Enclitic; ! hangings
naldaang Enclitic; ! hapless
maar-aramid Enclitic; ! happenings
paspasamak Enclitic; ! happenings
naragsak Enclitic; ! happily
naragsak Enclitic; ! happy
ragsak Enclitic; ! happy
kamangan Enclitic; ! harbor
puerto Enclitic; ! harbor
patangkenen Enclitic; ! harden
katangkenen Enclitic; ! hardest
siririgat Enclitic; ! hardly
maringat Enclitic; ! hard
natangken Enclitic; ! hard
tangken Enclitic; ! hard
alinagahen Enclitic; ! hark
dumngeg Enclitic; ! hark
timuden Enclitic; ! hark
dangran Enclitic; ! harm
batikola Enclitic; ! harness
ipakat Enclitic; ! harness
rienda Enclitic; ! harness
nainget Enclitic; ! harsh
rusanger Enclitic; ! harsh
apit Enclitic; ! harvest
buras Enclitic; ! harvest
panagani Enclitic; ! harvest
partakan Enclitic; ! hasten
panagdardaras Enclitic; ! hasty
kalugong Enclitic; ! hat
agpessa Enclitic; ! hatch
guraen Enclitic; ! hatch
ungtan Enclitic; ! hatch
nakasursuron Enclitic; ! hateful
gura Enclitic; ! hate
kalogong Enclitic; ! hat
kalugong Enclitic; ! hat
kalugong Enclitic; ! hat
sombrero Enclitic; ! hat
managpannakkel Enclitic; ! haughty
napangas Enclitic; ! haughty
naparammag Enclitic; ! haughty
natangsit Enclitic; ! haughty
bunahen Enclitic; ! haul
guyoden Enclitic; ! haul
iduron Enclitic; ! haul
adda Enclitic; ! have
ania Enclitic; ! have
ikutan Enclitic; ! have
kali Enclitic; ! hawk
kali Enclitic; ! hawk
sawi Enclitic; ! hawk
garami Enclitic; ! hay
nahirikan Enclitic; ! hay
bangen Enclitic; ! hazard
parikut Enclitic; ! hazard
naangep Enclitic; ! hazy
nakudrep Enclitic; ! hazy
agtuloy Enclitic; ! headed
agturong Enclitic; ! headed
impanguluan Enclitic; ! headed
pangrugyan Enclitic; ! heading
paulo Enclitic; ! heading
pangulo Enclitic; ! head
teltel Enclitic; ! head
ulo Enclitic; ! head
agasan Enclitic; ! heal
paimbahen Enclitic; ! heal
nakaradkad Enclitic; ! healthy
nasalun-at Enclitic; ! healthy
bunton Enclitic; ! heap
gabsuon Enclitic; ! heap
agdengngeg Enclitic; ! hear
denghen Enclitic; ! hear
nangngeg Enclitic; ! heard
natimud Enclitic; ! heard
panagdengngeg Enclitic; ! hearing
panangusig Enclitic; ! hearing
mangngeg Enclitic; ! hear
márinig Enclitic; ! hear
anabaab Enclitic; ! hearsay
damag Enclitic; ! hearsay
timuden Enclitic; ! hear
managayat Enclitic; ! hearty
naimpusuan Enclitic; ! hearty
pudot Enclitic; ! heat
ibato Enclitic; ! heave
ingato Enclitic; ! heave
nailangitan Enclitic; ! heavenly
nabantot Enclitic; ! heavy
nadagsen Enclitic; ! heavy
rabaken Enclitic; ! heckle
singaen Enclitic; ! heckle
ruot Enclitic; ! hedge
denghen Enclitic; ! heed
kitaen Enclitic; ! heed
managbaybay-a Enclitic; ! heedless
badang Enclitic; ! help
managtulong Enclitic; ! helpful
nakakaasi Enclitic; ! helpless
tulong Enclitic; ! help
ditoy Enclitic; ! here
binabai Enclitic; ! hermaphrodite
natured Enclitic; ! heroic
agtantan Enclitic; ! hesitate
panagpannyray Enclitic; ! hesitate
panaguray Enclitic; ! hesitate
balsihen Enclitic; ! hew
gupden Enclitic; ! hew
ahinana Enclitic; ! hibernate
aglemmeng Enclitic; ! hibernate
agpalabas Enclitic; ! hibernate
agsaiddek Enclitic; ! hiccough
linged Enclitic; ! hidden
aglemmeng Enclitic; ! hide
kudil Enclitic; ! hide
ilemmeng Enclitic; ! hide
lalat Enclitic; ! hide
naalas Enclitic; ! hideous
nakaalaliaw Enclitic; ! hideous
nakabutbuteng Enclitic; ! hideous
nangato Enclitic; ! high
natayag Enclitic; ! high
magna Enclitic; ! hike
naangaw Enclitic; ! hilarious
naragsak Enclitic; ! hilarious
bantay Enclitic; ! hill
turod Enclitic; ! hill
kamaudian Enclitic; ! hind
abbengan Enclitic; ! hinder
tipden Enclitic; ! hinder
kauudian Enclitic; ! hindmost
balaag Enclitic; ! hint
pakaammuan Enclitic; ! hint
pading-pading Enclitic; ! hip
abangan Enclitic; ! hire
agsutsot Enclitic; ! hiss
supiaten Enclitic; ! hiss
tamaan Enclitic; ! hit
tumbukin Enclitic; ! hit
tumpaang Enclitic; ! hit
gabyon Enclitic; ! hoe
sugkit Enclitic; ! hoe
baboy Enclitic; ! hog
hawakan Enclitic; ! hold
humawak Enclitic; ! hold
panahighem Enclitic; ! hold
tanganan Enclitic; ! hold
tangnán Enclitic; ! hold
tengngel Enclitic; ! hold
abut Enclitic; ! hole
piesta Enclitic; ! holiday
ngilin Enclitic; ! holiday
ramrambak Enclitic; ! holiday
balay Enclitic; ! home
ili Enclitic; ! home
narusange&&& Enclitic; ! homely
pahilian Enclitic; ! home
taeng Enclitic; ! home
taengan Enclitic; ! home
bakla Enclitic; ! homosexual
nalinteg Enclitic; ! honest
podno Enclitic; ! honest
diro Enclitic; ! honey
nadayaw Enclitic; ! honorable
natan-ok Enclitic; ! honorable
dayaw Enclitic; ! honor
idayaw Enclitic; ! honor
itan-ok Enclitic; ! honor
abbong Enclitic; ! hood
abbungot Enclitic; ! hood
banniit Enclitic; ! hook
paggaw-at Enclitic; ! hook
saiding Enclitic; ! hook
manganamnama Enclitic; ! hope
namnama Enclitic; ! hope
kingking Enclitic; ! hop
lagto Enclitic; ! hop
sara Enclitic; ! horn
agottog Enclitic; ! horny
uttog Enclitic; ! horny
nakaam-amak Enclitic; ! horrible
nakabutbuteng Enclitic; ! horrible
kabalo Enclitic; ! horse
kabalyo Enclitic; ! horse
kabayo Enclitic; ! horse
medias Enclitic; ! hose
bumusor Enclitic; ! hostile
nauyong Enclitic; ! hostile
sumupiat Enclitic; ! hostile
pangen Enclitic; ! host
mainit Enclitic; ! hot
nabara Enclitic; ! hot
nadagaang Enclitic; ! hot
napudot Enclitic; ! hot
nasalimuot Enclitic; ! hot
balay Enclitic; ! house
taeng Enclitic; ! house
pukkaw Enclitic; ! howl
ungor Enclitic; ! howl
maris Enclitic; ! hue
arakupen Enclitic; ! hug
arakupen Enclitic; ! hug
dakkel Enclitic; ! huge
agsayengseng Enclitic; ! hum
nanumo Enclitic; ! humble
kin-ud Enclitic; ! hump
gasut Enclitic; ! hundred
bisin Enclitic; ! hunger
mabisin Enclitic; ! hungry
nabasin Enclitic; ! hungry
mangaso Enclitic; ! hunt
agawaam Enclitic; ! hurry
daras Enclitic; ! hurry
nasakitan Enclitic; ! hurt
asawa Enclitic; ! husband
lakai Enclitic; ! husband
lakay Enclitic; ! husband
takay Enclitic; ! husband
ukis Enclitic; ! husk
hielo Enclitic; ! ice
yelo Enclitic; ! ice
nalamiis Enclitic; ! icy
tuladen Enclitic; ! ideal
ulidan Enclitic; ! ideal
agkaing-ingas Enclitic; ! identical
agpada Enclitic; ! identical
ilasin Enclitic; ! identify
minimaag Enclitic; ! idiotic
sadut Enclitic; ! idle
makaay-ayo Enclitic; ! idyllic
gangtan Enclitic; ! ignite
sindian Enclitic; ! ignite
nakuneng Enclitic; ! ignorant
baybay-an Enclitic; ! ignore
dakes Enclitic; ! ill
tinakaw Enclitic; ! ill-gotten
masakit Enclitic; ! ill
narupanget Enclitic; ! ill-natured
silawan Enclitic; ! illuminate
iladawan Enclitic; ! illustrate
ladawan Enclitic; ! image
langa Enclitic; ! image
darepdepen Enclitic; ! imagine
iyarig Enclitic; ! imagine
namaag Enclitic; ! imbecile
tuladen Enclitic; ! imitate
tultuladen Enclitic; ! imitate
panangtulad Enclitic; ! imitation
nadalus Enclitic; ! immaculate
nadarisay Enclitic; ! immaculate
agtutubo Enclitic; ! immature
naata Enclitic; ! immature
dakkel Enclitic; ! immediate
nalawa Enclitic; ! immediate
nawaya Enclitic; ! immediate
ilemmes Enclitic; ! immerse
irarem Enclitic; ! immerse
yuper Enclitic; ! immerse
asideg Enclitic; ! imminent
dandani Enclitic; ! imminent
naalas Enclitic; ! immodest
nakababain Enclitic; ! immodest
naparammag Enclitic; ! immodest
nadagsen Enclitic; ! immovable
ipakaammo Enclitic; ! impart
isuro Enclitic; ! impart
ited Enclitic; ! impart
naganat Enclitic; ! impatient
agbitbitin Enclitic; ! impending
dumteng Enclitic; ! impending
sisasagana Enclitic; ! impending
ibahi Enclitic; ! impersonate
pananglimo Enclitic; ! impersonate
mamaayna Enclitic; ! impertinent
napateg Enclitic; ! important
nasken Enclitic; ! important
ipasusuon Enclitic; ! impose
ipilit Enclitic; ! impose
papanglawen Enclitic; ! impoverish
ipamatmat Enclitic; ! impress
iparikna Enclitic; ! impress
paimbahen Enclitic; ! improve
papintasen Enclitic; ! improve
naruhit Enclitic; ! impure
naisigud Enclitic; ! inborn
insenso Enclitic; ! incense
pulgada Enclitic; ! inch
naatamid Enclitic; ! incident
pasamak Enclitic; ! incident
papudoten Enclitic; ! incite
riingen Enclitic; ! incite
sindian Enclitic; ! incite
ahiray Enclitic; ! incline
agsikko Enclitic; ! incline
iraman Enclitic; ! include
agduduma Enclitic; ! incoherent
nagsina Enclitic; ! incoherent
nakapuy Enclitic; ! incompetent
kurang Enclitic; ! incomplete
ganansia Enclitic; ! increase
nayon Enclitic; ! increase
nayonan Enclitic; ! increase
paaduen Enclitic; ! increase
panagadu Enclitic; ! increase
datdatlag Enclitic; ! incredible
naalas Enclitic; ! indecent
naruhit Enclitic; ! indecent
agwaywayas Enclitic; ! independent
isuro Enclitic; ! indicate
itudo Enclitic; ! indicate
marigrigat Enclitic; ! indigent
napanglaw Enclitic; ! indigent
kasapulan Enclitic; ! indispensable
nasken Enclitic; ! indispensable
masakit Enclitic; ! indisposed
maysa Enclitic; ! individual
tao Enclitic; ! individual
nasadut Enclitic; ! indolent
awisen Enclitic; ! induce
sulisohen Enclitic; ! induce
palugodan Enclitic; ! indulge
panuynoyam Enclitic; ! indulge
naanus Enclitic; ! industrious
nagahet Enclitic; ! industrious
narasi Enclitic; ! inferior
agnanayon Enclitic; ! infinite
masaksakit Enclitic; ! infirm
nakapuy Enclitic; ! infirm
nalukay Enclitic; ! infirm
panangalukoy Enclitic; ! influence
sungsung Enclitic; ! influence
ibaga Enclitic; ! inform
padamagan Enclitic; ! inform
taengan Enclitic; ! inhabit
lang-aben Enclitic; ! inhale
singloten Enclitic; ! inhale
nakaparsuaan Enclitic; ! inherent
naisigud Enclitic; ! inherent
tawiden Enclitic; ! inherent
natawid Enclitic; ! inherited
tawid Enclitic; ! inherit
nagulib Enclitic; ! inhuman
iti Enclitic; ! in
rugu Enclitic; ! initial
iserek Enclitic; ! inject
tudoken Enclitic; ! inject
dangran Enclitic; ! injure
ranggasan Enclitic; ! injure
tinta Enclitic; ! ink
akin-uneg Enclitic; ! inner
kaunegan Enclitic; ! innermost
uneg Enclitic; ! inner
iruhi Enclitic; ! innovate
pabaruen Enclitic; ! innovate
amaden Enclitic; ! inquire
saludsuden Enclitic; ! inquire
ungtoten Enclitic; ! inquire
managsaludsod Enclitic; ! inquisitive
sa Enclitic; ! in
agbala Enclitic; ! insane
agmayong Enclitic; ! insane
naruhit Enclitic; ! insanitary
iseguro Enclitic; ! insecure
patalhedan Enclitic; ! insecure
ilukon Enclitic; ! insert
isigpit Enclitic; ! insert
saklop Enclitic; ! inside
managpilit Enclitic; ! insistent
ipilit Enclitic; ! insist
imatangan Enclitic; ! inspect
kitaen Enclitic; ! inspect
sukisoken Enclitic; ! inspect
itunda Enclitic; ! inspire
paregheten Enclitic; ! inspire
singasing Enclitic; ! instance
kanito Enclitic; ! instant
darikmat Enclitic; ! instant
buangayen Enclitic; ! institute
ipasdek Enclitic; ! institute
pagadalan Enclitic; ! institute
sursuruan Enclitic; ! instruct
instrumento Enclitic; ! instrument
ramit Enclitic; ! instrument
pabainan Enclitic; ! insult
sikakapet Enclitic; ! intact
nasirib Enclitic; ! intelligent
iranta Enclitic; ! intend
panghepen Enclitic; ! intend
degdegan Enclitic; ! intensify
gagar Enclitic; ! intent
panghep Enclitic; ! intent
sabten Enclitic; ! intercept
saneben Enclitic; ! intercept
bingay Enclitic; ! interest
napasnek Enclitic; ! interested
gungonna Enclitic; ! interest
paggagamgam Enclitic; ! interest
i Enclitic; ! interior
uneg Enclitic; ! interior
iserek Enclitic; ! inter
itabon Enclitic; ! inter
kanta Enclitic; ! interlude
pannangalubongan Enclitic; ! international
ilawlawag Enclitic; ! interpret
itarus Enclitic; ! interpret
saludsoden Enclitic; ! interrogate
usihen Enclitic; ! interrogate
ibabalaet Enclitic; ! interrupt
sampitaw Enclitic; ! interrupt
singaen Enclitic; ! interrupt
bumalaet Enclitic; ! intervene
bumuang Enclitic; ! intervene
yam-ammo Enclitic; ! introduce
parnuay Enclitic; ! invent
partuat Enclitic; ! invent
palutpoten Enclitic; ! investigate
adh Enclitic; ! invisible
awisen Enclitic; ! invite
iraman Enclitic; ! involve
agpauneg Enclitic; ! inward
landok Enclitic; ! iron
landok Enclitic; ! iron
plansa Enclitic; ! iron
plantsaen Enclitic; ! iron
padanuman Enclitic; ! irrigate
naringgor Enclitic; ! irritating
siak Enclitic; ! I
pagmamaysaen Enclitic; ! isolate
saritaan Enclitic; ! issue
gaddil Enclitic; ! itch
naariek Enclitic; ! itchy
nabudo Enclitic; ! itchy
nagatel Enclitic; ! itchy
danohen Enclitic; ! jab
pagbaludan Enclitic; ! jail
pagpupokan Enclitic; ! jail
isengngat Enclitic; ! jam
