25 cent piece	binting
freeze	tumangken
freight	bayad ti kargamento
freight	karga
frenzy	panagmauyong
frenzy	pannakasair a nalabes
frenzy	pannakasinga
frequent	masangan
fresh	nalasbang
fresh	sadiwa
fret	agsennaay
fret	gapu iti bannog wenno rigat
friday	Viernes
fried rice	kinirug
friended	nagayyem
friend	gayem
friend	gayyem
friends	nadikket
frigid	nalam-ek
frigid	nalamiis
frog general name	tukak
frog	tukak
frog	tukak
frolic	ay-ay-ayam
frolic	rambak
frolicsome	mannaki-ayayam
frolicsome	naayat
from	naggapu
from	nagtaud
From where (are you?)	Taga-ano-(ka?)
front	sango
front	sanguanan
frost	lamek
frost	lami-is
froth	burek
froth	labutab
frown	agrupanget
frown	misuot
frozen	nalamiisan
frozen	timmangken
frugality	kinasalimetmet
frugal	kirmit
fruit	bunga
fruit	bunga ti kayo
fruitful	nabunga
fruit	prutas
fruit	santol
frustrate	atipaen
fry	iprito
fuck	iyot
fuck	kantutin
fuck	madyak ammo kinyayo
fuel	pagaron
fuel	pagsungrod
fulfill	aramiden
fulfillment	pannakaaramid
fulfillment	pannakatungpal
fulfill	tungpal
fulfill	tungpalen
full	napnek
full	napno
full	puno
fully	sipupunno
fun	angaw
fund	naurnong a pirak
funeral	pannakaipumpon
funeral	pumpon
fungus	buot
funnel	imbudo
funny	nakakatkatawa
funny	nakakatkatawa
fun	rabak
fun	ragragsak
fur	dutdot ti ayup
furious	naringgor
furious	naunget
furlough	bakasion
furnish	ikkan
furnishings	alikamen
furnishings	dahiti maararamat
furnish	itden
furniture	alikamen
furniture	muebles
further	ad-adayo
furtherance	panangituloy
further	diay adayo
further	isuray
further	maysa pay
furtive	nakalemmeng
furtive	naliban
furtive	salimed
fury	pungtot
fury	rungsot
fusillade	agsasaruno a panagpaltug
fusion	panaglaok
fusion	panagmaymaysa
futile	awan ti maayna
future	masanguanan
future	masangwanan
future	next year
future	ti sumangbay
gain	gunggonaen
gain	gunggonna
gain	gunod
gain	gun-oden
gain	iak-am
galaxy	ariwanas
gale	alawig
gallant	natakneng
gallant	natured
gall	apro
gallery	galera
gallery	pagbuyaan
gallery	pahipabuyaan
gallon	4.2 a litro
gallon	galon
gallop	nataray a panaglagto
gallop	pataray
gall	pait
game	ayayam
game	panaganup
gander	ganso a lalaki
gangplank	rangtay
gangplank	talaytayan
gangrene	letteg
gangrene	panagrupsa ti kudil
gape	agmulmulengleng
gape	agnganga
garage	garahe
garage	pagyanan ti lugan
garbage	ruhit
garbage	ruot
garb	aru-aten
gardener	agtartaraken kadahiti mulmula
gardenia	rosal
garden	hardin
garden	minuyogan
gargle	agmulumog
gargle	mulumog
garland	kuentas a sabsabong
garland	naubon a sabsabong
garlic	bawang
garment	aruaten
garment	kawes
garment	luplupot
garter	lastiko
gas	gas
gas	gasolina
gash	iwa
gash	sugat
gasp	agal-al
gas	petroleo
gasping	agal-al-al
gate	ruangan
gather	agurnong
gather	burasen
gathering	panagurnong
gathering	pasken
gathering	tiponan
gathering	urnong
gather	urnongen
gaudy	napasindayaw
gaudy	narangrang
gaunt	nakuttong
gaunt	narapis
gay	bakla
gay	ibqnlp
gay	naayat
gay	naragsak
gaze	kitaen buysen
gazing	kumitkita
gazing	tumaltanlaw
gem	gameng
general	kadawyan
general	general
general	sapasap
general term	animales
generate	panagadu
generate	patanoren
generate	patauden
generation	kaputotan
generous	naasi
generous	naparabor
generous	natan-ok
generous	nawadwad
genial	naragsak
genial	sidadayaw a makisango
genius	masirib
gentleman	addan dayaw
gentleman	lalaki a nadayaw
gentle	naayat
gentle	nalanay
gentle	natalna
gently	siinayad
genuine	napudno
geography	adal maipanghep ti kasasaad ken disso dahiti dagdaga
geography	geograpia
germ	kagaw
germicide	pagpatay kadahiti mikrobio
germinate	agtubo
germinate	panagtubo
get	alaen
getting fatter	lumuklukmeg
getting thinner	kumotkottong
get up	bumangon
ghastly	nakabutbuteng
ghost	al-alia
ghost	alingaas
giant	dakkel a tao
giant	gigante
gibberish	napardas ken di maawatan a panagsao
gift	ipaay
gift	regalo
gift	sagut
giggle	katawa
gill	asang
ginger	laya
girdle	barikes
girdle	reppet
girl	asang
girl	babai
girl	kaayanayat
girl friend	nubia
girlfriend	syota
girl	nobia
gist	anag
gist	dagup
give	ibigay
give	ipaay
give	ited
give	magbigay
give	sapulan
glad	natutuwa
gladness	ayat
gladness	ragsak
gladness	rambak
glamour	libnos
glamour	pintas
glance	panagkita
glance	sirip
glancing	sumayag
glare	ipepereng
glare	lawag
glare	silaw
glaring	lawag
glaring	makaited
glaring	makasisirap
glaring	sigagangat
glass	sarming
glass	baso
gleam	raniag
gleam	silaw
glee	ragsak
glib	natagari
glide	aguyas
glimpse	buyaen
glimpse	kitaen
glimpse	panangkita
glimpse	sirip
glitter	silap
glitter	sileng
gloom	langeb
gloom	sipnget
glorious	nagloriaan
glorious	nangayed
glorious	natan-ok
glory	dayaw
glory	gloria
glory	tan-ok
gloves	guantis
glow	apuy
glow	gil-ayab
glowing	gumilhikayab
glowing	umap-apuy
glow	lawag
glue	kula
glue	pigket
glutton	arsaab
glutton	bukatot
glutton	rawet
goal	tupden
goat	kalding
goat	kalding
goddess	diosa
god	Dios
godly	nadiosan
godmother	ina iti buniag
gold	balitok
gold	balitok
golden	kasla-balitok
golden	nabalitokan
goldsmith	platero
go	mapan
gone	awanen
good	ayat
goodbye	kasta pay lit
good-bye	pakada
goodbye	sihe
good looking	napintas
good-looking	napintas
good	mabuti
good	nasayaat
goodness	ayat
goodness	sayaat
good	rumbeng
goodwill	nasayaat a pamakilangen
goose bumps	sungar
goose	ganso
go	pumanaw
gore	abutan
gore	suaten
gorgeous	napintas
gorgeous	nasayaat
gormand	bukatot
gormand	nalaing a mangan
gormand	rawet
gospel	ebangelio
gospel	libro maipapan iti kabibiag ni Cristo
gossiper	mannanao
gossiper	siasino man nga ahirakurak iti awan mamaayna a damag
gossip	pagsasaritaan
gossip	pagtungtongan sayanggguseng
govern	agturay
govern	iturayan
government	gobernador
government	gobierno
government	pangulo ti probinsia
gown	bado
gown	bado - pagturog
grab	ighem
grab	naagaw
grace	ayat
grace	kararag
graceful	napintas ken nasayud
grace	nalamuyot a gunta
gracious	naayat
grade	grado
grade	kita
grade	tukad
gradual	mangin-inut
gradual	saggabassit
graduate	siasino man a nagturpos iti kolehio wenno unibersidad
grain	bukel
grammar	gramatika
grand	dakkel
granddaughter	apo
grandeur	kinadakkel
grandeur	kinangayed nga sayaat
grandfather	apo
grandfather	lakay
grandfather	lelong
grandfather	lolo
grandfather	tatay
grandma	apong baket
grandma	lola
grandmother	apo a baket
grandmother	apo baket
grandmother	lelang
grandmother	lola
grandmother	nanay
grandpa	lol
grandpa	lolo
grandparent	apo
grandson	apo-ko
grandson	dakil
grant	bus-oy
grant	ipabus-oy
grant	naipaay
grant	sagut
grape	ubas
grape	ubas
grasp	iggaman
grasp	petpetan
grasshopper	dudon
grass	ruot
grass	ruruot
grass	ru-ut
grassy	naruot
grateful	agyaman
grater	pahigadan
gratis	awan bayad
gratis	gratis
gratis	libre
gratitude	supapak
gratitude	yaman
gravel	bisil
grave	nadagsen
grave	narihet
grave	pakaipumponan
grave	taeng dahiti natay
grave	tanem
gravity	dagsen
gravity	pigsa
gravity	pigsa a manggayud
gray	maris ti dapo
graze	agarab
grease	debo
greasy	nagalis
greasy	nasileng
great	dakkel
great	maingel
great	nalaing
great	narango
greatness	kinamaingel
greedy	emot
greedy	naagum
greedy	narawet
green	berde
green	lunti
green	luntian
green	nalangto
green snake	bartin
green	berde
greet	kablaawan
greet	dayawen
greeting	kablaaw
greeting	panagadayaw
greet	kablaaw
grey bird	panal
grey hair	uban
grief	panagladingit
grief	rigat
grieve	agladingit
grieve	agliday
grilled	tinuno
grill	ituno
grill	usihen a nalaing ituno
grinder	almiris
grinder	gilingan
grind	gilingen
grind	tumeken
grin	isen
grinning	umisisem
groan	asug
groan	unnoy
groggy	maulaw
groggy	pannabartek
groin	selang
groom	barong
gross	bastos
gross	dadakkel
gross	napuskol
gross	saan a napino
ground	daga
group	pangen
group	taripnong
grove	kakaykaywan
grow	agtubo
grow	dumakkel
growth	idadakkel
growth	panagtubo
guarantee	patalhedan
guard	agbambantay
guard	guardia
guess	padtuan
guess	pugto
guest	sangaili
guide	bayabay
guide	kadua
guide	tarabay
guild	timpuyog
guile	panangalilaw
guile	panangawis
guile	panangayayo
guilt	basol
guiltless	nasingpet
guise	iparangarang a langa
guise	maskara
guitar	kutibeng
guitar	gitara
gullible	nalaka a maalilaw
gun	igam
gun	paltog
gush	burayok
gush	tedted
gust	pul-oy
guts	bahis
guts	bituka
guts	laman-loob
gutter	kanal
gutter	sayongan
habitable	mabalin a pagtaengan
habit	kadawyan
habitual	naipakadawyan
habit	uglai
had	ikutan
haggard	nabesag
haggard	nakuttong
hag	manggagamud
hag	naalas a baket
hail	kablaaw
hail	natukel a hielo nga agtaud iti ulep
hail	panangdayaw
hair	alipuspus
hair	bo-ok
hair	buok
haircut	agpukis
hairdresser	agkulkulot
hairdresser	mangurnos iti buok
hairless	kalbo
hairpin	ipit ti buok
hair	uban
hale	nabaneg
hale	nasalun-at
half-breed	mestiso
half	gudua
half-hearted	saan a naimpusuan
half-hearted	saan a nareghet
half-past	nalabes a kagudua
half way	medyo
half-wit	agmauyong
half-wit	maag
hall	nalaw a siled
hall	salas
halt	agsardeng
ham	hamon
hammer	martilo
hammer	pang-or
hammock	duyan
hammock	indayon
hammock	indayun
handful	sangarakem
hand	ima
hand	ited
handkerchief	panio
handkerchief	panio
handkerchief	paniolito
handmade	inaramid ti ima
hand	ramay
handsome	nataer
handsome	nataraki
handsome	sika
handsome	taraki
handwriting	surat ti ima
hand	yawat
handy	nalaka nga ingaaman
handy	sangkaawit
hanger	sabitan
hangings	balaybay
hangings	bitin
hapless	awanan gasat
hapless	naldaang
happenings	maar-aramid
happenings	paspasamak
happily	naragsak
happiness	kinaragsak
happy	naragsak
happy	ragsak
harbor	kamangan
harbor	pagsangladan dahiti sasakayan
harbor	puerto
harden	patangkenen
hardest	katangkenen
hardly	siririgat
hard	maringat
hard	natangken
hardship	panagrigat
hardship	panagtuok
hard	tangken
hard-up	marigatan
hardware	ramramit a landok
hark	alinagahen
hark	dumngeg
hark	timuden
harm	dangran
harmony	panagkinawatan
harmony	panagtunos
harness	batikola
harness	ipakat
harness	rienda
harsh	nainget
harsh	rusanger
harvest	apit
harvest	buras
harvester	bukatot
harvest	panagani
has been	nakapukaw iti kinalatak
has been	sigud
haste	napardas a panaggunay
hasten	partakan
haste	partak
hasty	panagdardaras
hat	kalugong
hatch	agpessa
hatch	guraen
hatch	ungtan
hateful	nakasursuron
hate	gura
hat	kalogong
hat	kalugong
hat	kalugong
hatred	pungtot
hatred	simbron
hatred	suron
hat	sombrero
haughty	managpannakkel
haughty	napangas
haughty	naparammag
haughty	natangsit
haul	bunahen
haul	guyoden
haul	iduron
have	adda
have	ania
have	ikutan
hawk	kali
hawk	kali
hawklike	kongkong
hawklike	mangabuyo
hawk	sawi
hay	garami
hay	nahirikan
hazard	bangen
hazard	parikut
hazy	naangep
hazy	nakudrep
headache	sakit ti ulo
headband	baridbid
headed	agtuloy
headed	agturong
headed	impanguluan
heading	pangrugyan
heading	paulo
head louse	koto
head	pangulo
head	teltel
head	ulo
heal	agasan
heal	paimbahen
health	salun-at
healthy	nakaradkad
healthy	nasalun-at
heap	bunton
heap	gabsuon
hear	agdengngeg
hear	denghen
heard	nangngeg
heard	natimud
hearing	panagdengngeg
hearing	panangusig
hear	mangngeg
hear	márinig
hearsay	anabaab
hearsay	damag
hear	timuden
heart	puso
heartwood	bugas
hearty	managayat
hearty	naimpusuan
heathen	dahiti saan a mamati iti Dios
heat	pudot
heave	ibato
heave	ingato
heaven	langit
heavenly	na Diosan
heavenly	nailangitan
heaven	ngato
heavy	nabantot
heavy	nadagsen
heckle	rabaken
heckle	singaen
hedge	nayalad a mulmula
hedge	ruot
heed	denghen
heed	kitaen
heedless	di mangipangag
heedless	managbaybay-a
heedless	saan a naannad
heel (of foot)	mukod
height	kangato
height	katayag
heir	ti-agtawid
he	isu
he	isu (lalaki)
he	isuna
hell-cat	baket a naalas
hell-cat	managdakes
hell-cat	manggagamud
hell	disso a pakadusaan dahiti managbasol
hell	inpierno
hello	hoy
hello	kumusta ka
help	badang
helpful	managtulong
helping	tumul- tulong
helpless	makasapul iti tulong
helpless	nakakaasi
help	tulong
hence	adayo gapu itot
hence	manipud ditoy
henchman	kadua
henchman	katulongan
hen	pamusian
henpecked	lalak a maiturturayan ti asawana
herd n.	pangen
hereafter	iti masakbayan
hereby	babaen daytoy
here	ditoy
heretofore	iti napalabas
heretofore	itoy a disso
heretofore	sakbay ito daytoy nga oras
her	isu (babai)
heritage	tuwid
hermaphrodite	binabai
hernia	busingar
hernia	letteg
hero	banuar
hero	banwar
heroic	maipapan iti banuar
heroic	natured
herpes	kurad
herpes	gatel
herself	kenkuana (babai)
hesitate	agtantan
hesitate	panagpannyray
hesitate	panaguray
hesitation	panagduadua
hesitation	panagpannuray
hew	balsihen
hew	gupden
hibernate	ahinana
hibernate	aglemmeng
hibernate	agpalabas
hiccough	agsaiddek
hidden	linged
hide	aglemmeng
hide	kudil
hide	ilemmeng
hide	lalat
hideous	naalas
hideous	nakaalaliaw
hideous	nakabutbuteng
higbrow	nalaing
higbrow	nangato
high	nangato
high	natayag
highway	kalsada
highway	dalan
hike	magna
hilarious	naangaw
hilarious	naragsak
hill	bantay
hill	bassit a bantay
hillock	bunton
hillside	bakras ti turod
hill	turod
hilt	putan
him	kenkuana (lalaki)
hind	kamaudian
hinder	abbengan
hinder	tipden
hind	maudi a saka ti ayup
hindmost	kauudian
hind	tarau di
hint	balaag
hinterland	katengngaab
hint	pakaammuan
hip	pading-pading
hips	siket
hire	abangan
his	kukuana (lalaki)
hiss	agsutsot
hiss	supiaten
historical	maipanghep iti historia
historical	wenno bambanag a naglabas
history	pakasaritaan dahiti pasamak
hit	tamaan
hit	tumbukin
hit	tumpaang
hobby	kaaya-aya
hobby	paggagamgam
hoe	gabyon
hoe	sugkit
hog	baboy
holder	ahig-ighem
hold	hawakan
hold	humawak
hold	panahighem
hold	tanganan
hold	tangnán
hold	tengngel
hole	abut
hole in	butbut
holiday	piesta
holiday	nasantuan nga adlaw
holiday	ngilin
holiday	ramrambak
holy thursday	Juebes Santo
home	balay
home	ili
homely	narusange&&&
homely	saan a napintas
home	pahilian
home	taeng
home	taengan
homework	aramid iti balay
homework	leksion
homosexual	bakla
honest	nalinteg
honest	podno
honey	diro
honorable	nadayaw
honorable	natan-ok
honor	dayaw
honor	idayaw
honor	itan-ok
hood	abbong
hood	abbong ti ulo
hood	abbungot
hoof	kuko ti ayup
hook	banniit
hook	paggaw-at
hook	saiding
hope	manganamnama
hope	namnama
hop	kingking
hop	lagto
horde	pangen
horde	ummong ti tattao
horizon	lugar ng langit at lupa
horn	sara
horny	agottog
horny	uttog
horrible	nakaam-amak
horrible	nakabutbuteng
horror	amak
horror	buteng
horseback	agtaraken wenno agsakay iti kabalo
horse	kabalo
horse	kabalyo
horse	kabayo
horseradish	maronggay
hose	gima a pagsibong
hose	medias
hospital	hospital
hospital	pagagasan
host	agawat iti sangaili
hostile	bumusor
hostile	nauyong
hostile	sumupiat
host	pangen
hotbed	disso a mainanama iti napardas a panagdakkel
hotel	hotel
hotel	pagdagusan
hot	mainit
hot	nabara
hot	nadagaang
hot	napudot
hot	nasalimuot
hour	oras
house	balay
house fly	ngilaw
household	kaamaan
household	kabbalay
house of representatives	Camara ti Representante
house	taeng
hovel	abong
hovel	kalapaw
How are you?	Komosta ka?
how	kasano
however	nupay kasta
how	kas-ano
How?	Kasano?
how long?	kasano kaattidog?
how long?	kasano kabayag?
howl	pukkaw
howl	ungor
how	mano
How many days do you stay here?	Mano nga aldaw nga agnaedka ditoy?
How much for one?	Sagmamano?
How old are you?	Mano ti tawen mo?
hue	maris
hug	arakupen
hug	arakupen
huge	dakkel
hum	agsayengseng
human being	tao
humanity	kinatao
humble	nanumo
hump	kin-ud
hundred	gasut
hunger	bisin
hungry	mabisin
hungry	nabasin
hunt	mangaso
hurry	agawaam
hurry	daras
hurt	nasakitan
husband	asawa
husband	lakai
husband	lakay
husband	takay
husk	ukis
ice crem	sorbetes
ice	hielo
ice	yelo
icy	kasla hielo
icy	nalamiis
ideal	tuladen
ideal	ulidan
idea	panunot
identical	agkaing-ingas
identical	agpada
identify	ilasin
identify	pannekmekan ti kinasia-sino
identity	panagbahi
idiom	ilasin
idiom	paneknekan ti kinasia-sino
idiotic	minimaag
idiot	laglag
idle	awan ti aramidenna
idleness	kinasadut
idleness	panagbayanggudaw
idle	sadut
idol	pagrukbaban
idol	sasanto
idyllic	makaay-ayo
idyllic	nasayaat a buyaen
if	kung
if	no
ignite	gangtan
ignite	sindian
ignominy	pakaibabainan
ignominy	pannakaibabain
ignorant	nakuneng
ignore	baybay-an
ignore	saan nga ikaskaso
iguana	banias
I have a headache.	Nasakit ti ulok.
I have a headache	Nasakit ti ulok
ill-bred	awanan adal
ill-bred	awanan dayaw
ill-conceived	dakes a panghep
ill	dakes
ill-disposed	dakes a rikna
illegal	maisupiat iti linteg
illegitimate	nayanak iti ruar ti kalausa
illegitimate	saan a maikanatad iti linteg
ill-gotten	dakes a panagtahikua
ill-gotten	tinakaw
illiterate	awan adalna
illiterate	saanna nga ammo ti agsurat wenno agbasa
ill-mannered	dakes nga ugali
ill	masakit
ill-natured	dakes a kasasaad
ill-natured	narupanget
illuminate	silawan
illusion	makaslilaw a langa
illusion	ti mangalilaw iti rikna
illustrate	iladawan
illustration	ladawan
illustration	palawag
image	ladawan
image	langa
imagination	arapaap
imagine	darepdepen
imagine	iyarig
imbecile	namaag
imitate	tuladen
imitate	tultuladen
imitation	panangtulad
immaculate	nadalus
immaculate	nadarisay
immature	agtutubo
immature	naata
immediate	dakkel
immediate	nalawa
immediate	nawaya
immediate	saan a marukod
immerse	ilemmes
immerse	irarem
immerse	yuper
immigrant	ganggannaet
immigrant	sumbrek a makipagnaed
imminent	asideg
imminent	dandani
immodest	naalas
immodest	nakababain
immodest	naparammag
immoral	naruhit maisupiat iti nasayaat a kababalin
immortal	agnanayon a sibibiag
immortal	saan a matay
immovable	nadagsen
immovable	saan a makuti
immunity	pannakailaksid
immunity	pannakailisi
immunity	pannakaisalakan
impart	ipakaammo
impart	isuro
impart	ited
impassable	sasan a mabalin a pagnaan
impassive	di sumusungbat
impassive	saan a matignay
impatient	naganat
impatient	saan a makaanus
impediment	abbeng
impediment	lapped
impediment	tubeng
impending	agbitbitin
impending	dumteng
impending	sisasagana
impersonate	ibahi
impersonate	pananglimo
impertinent	adayo a banag
impertinent	mamaayna
impertinent	saan a pakaseknan
imp	naalikuteg
importance	kinapateg
importance	nasken
important	napateg
important	nasken
import	gumagang iti sabali a daga
impose	ipasusuon
impose	ipilit
impossible	saan a mabalin
impoverish	papanglawen
impression	panangipamatmat
impression	panangiparikna
impress	ipamatmat
impress	iparikna
improvement	panagpaimbag
improvement	panangpasayaat
improvement	salun at
improve	paimbahen
improve	papintasen
impure	naruhit
impure	saan a nadalus
imputation	panangipagarup
imputation	panangipato
inborn	naisigud
incense	insenso
inch	1/12 ti kadapan
inch	pulgada
incidentally	saan a hinagara
incident	naatamid
incident	pasamak
incite	papudoten
incite	riingen
incite	sindian
inclination	panahiray
incline	ahiray
incline	agsikko
include	iraman
incognito	saan nanglimlimo
incoherent	agduduma
incoherent	nagsina
income	mapastrek
income	suledo
incomparable	awan pumadpad
incompetent	nakapuy
incompetent	saan a nalaing
incomplete	kurang
incomplete	saan a nalpas
increase	ganansia
increase	nayon
increase	nayonan
increase	paaduen
increase	panagadu
incredible	datdatlag
incredible	saan a nakappapati
incurable	saan a maagasan
indecent	naalas
indecent	naruhit
indeed	iti kinaagpaysona
indeed	iti kinapudona
indefatigable	saan a mabannog
indefinite	saan a nakedngan
indention	saan a basuratan a disso sakbay ti binatog
independence day	aldaw ti panagwaywayas
independence	panagmaymaysa
independence	wayawaya
independent	agwaywayas
indescribable	saan maipalawag
indicate	isuro
indicate	itudo
indication	marka
indication	pahilasinan
indication	tanda
indifference	saan nga ibibiang
